"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"Jakob Johnson","HOU","RB156","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ke'Shawn Vaughn","SF","RB157","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Salvon Ahmed","IND","RB158","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Reggie Gilliam","BUF","RB159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jonathan Ward","NYG","RB160","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jermar Jefferson","TEN","RB161","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Demetric Felton Jr.","WAS","RB162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kene Nwangwu","NYJ","RB163","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jaret Patterson","LAC","RB164","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deon Jackson","DET","RB165","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Tyrion Davis-Price","GB","RB166","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Keaontay Ingram","KC","RB167","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Brittain Brown","CHI","RB168","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Malik Davis","DAL","RB169","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Evan Hull","PIT","RB170","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Lew Nichols III","PIT","RB171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Deneric Prince","NE","RB172","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Ben VanSumeren","PHI","LB1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Brady Russell","SEA","TE155","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Owen Wright","TB","RB173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jonathon Brooks","CAR","RB174","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jawhar Jordan","HOU","RB175","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dante Miller","NYG","RB176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Blake Watson","DEN","RB177","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Jacob Saylors","DET","RB178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Michael Wiley","KC","RB179","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"British Brooks","HOU","RB180","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Cody Schrader","LAR","RB181","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Aaron Shampklin","MIA","RB182","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Kendall Milton","CIN","RB183","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Chris Collier","LV","RB184","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Donovan Edwards","NYJ","RB185","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Corey Kiner","SF","RB186","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
""
""
